BLOCK,DELTA,AGE,TYPE,TREATMENT
72,233,91,MANAGED,CC
72,273,40,MANAGED,CT
72,284,51,MANAGED,F1
72,294,61,MANAGED,F2
73,95,356,MANAGED,CC
73,135,40,MANAGED,CT
73,229,134,MANAGED,CC
73,269,40,MANAGED,CT
73,285,56,MANAGED,F1
73,295,66,MANAGED,F2
74,13,70,MANAGED,CC
74,83,70,MANAGED,CC
74,191,108,MANAGED,CC
74,281,90,MANAGED,CC
76,13,250,MANAGED,CC
76,93,80,MANAGED,CC
76,210,117,MANAGED,CC
76,290,80,MANAGED,CC
77,53,110,MANAGED,CC
77,135,82,MANAGED,CC
77,209,74,MANAGED,CC
78,26,73,MANAGED,CC
78,130,104,MANAGED,CC
78,211,81,MANAGED,CC
79,10,187,MANAGED,CC
79,91,81,MANAGED,CC
79,194,103,MANAGED,CC
79,285,91,MANAGED,CC
80,15,142,MANAGED,CC
80,55,40,MANAGED,CT
80,81,66,MANAGED,F1
80,117,102,MANAGED,CC
80,157,40,MANAGED,CT
80,183,66,MANAGED,F1
81,25,332,MANAGED,CC
81,65,40,MANAGED,CT
81,142,117,MANAGED,CC
81,182,40,MANAGED,CT
81,208,66,MANAGED,F1
81,218,76,MANAGED,F2
83,201,278,MANAGED,CC
84,110,167,MANAGED,CC
84,191,81,MANAGED,CC
84,262,71,MANAGED,CC
85,99,156,MANAGED,CC
85,180,81,MANAGED,CC
85,251,71,MANAGED,CC
87,134,191,MANAGED,CC
87,214,80,MANAGED,CC
89,85,192,MANAGED,CC
89,178,93,MANAGED,CC
89,261,83,MANAGED,CC
90,13,70,MANAGED,CC
90,94,81,MANAGED,CC
90,169,75,MANAGED,CC
90,251,82,MANAGED,CC
91,153,200,MANAGED,CC
91,193,40,MANAGED,CT
91,285,132,MANAGED,CC
92,40,277,MANAGED,CC
92,171,131,MANAGED,CC
95,13,70,MANAGED,CC
95,83,70,MANAGED,CC
95,166,83,MANAGED,CC
95,242,76,MANAGED,CC
96,32,79,MANAGED,CC
96,72,40,MANAGED,CT
96,115,83,MANAGED,CC
96,155,40,MANAGED,CT
96,169,54,MANAGED,F1
97,122,179,MANAGED,CC
97,204,82,MANAGED,CC
97,274,70,MANAGED,CC
99,110,217,MANAGED,CC
99,231,121,MANAGED,CC
101,111,158,MANAGED,CC
101,214,103,MANAGED,CC
101,296,82,MANAGED,CC
102,45,92,MANAGED,CC
102,130,85,MANAGED,CC
102,221,91,MANAGED,CC
102,300,79,MANAGED,CC
103,15,252,MANAGED,CC
103,55,40,MANAGED,CT
103,133,118,MANAGED,CC
103,173,40,MANAGED,CT
103,199,66,MANAGED,F1
103,209,76,MANAGED,F2
108,34,81,MANAGED,CC
108,134,100,MANAGED,CC
108,224,90,MANAGED,CC
109,84,141,MANAGED,CC
109,172,88,MANAGED,CC
109,255,83,MANAGED,CC
110,11,78,MANAGED,CC
110,151,140,MANAGED,CC
110,271,120,MANAGED,CC
112,118,165,MANAGED,CC
112,212,94,MANAGED,CC
112,292,80,MANAGED,CC
113,23,70,MANAGED,CC
113,144,121,MANAGED,CC
113,271,127,MANAGED,CC
114,51,98,MANAGED,CC
114,178,127,MANAGED,CC
114,258,80,MANAGED,CC
116,170,277,MANAGED,CC
116,271,101,MANAGED,CC
119,22,79,MANAGED,CC
119,92,70,MANAGED,CC
119,188,96,MANAGED,CC
119,262,74,MANAGED,CC
120,65,122,MANAGED,CC
120,154,89,MANAGED,CC
120,271,117,MANAGED,CC
122,142,269,MANAGED,CC
122,222,80,MANAGED,CC
123,134,181,MANAGED,CC
123,224,90,MANAGED,CC
125,8,115,MANAGED,CC
125,98,90,MANAGED,CC
126,60,107,MANAGED,CC
126,140,80,MANAGED,CC
126,224,84,MANAGED,CC
127,78,125,MANAGED,CC
127,118,40,MANAGED,CT
127,202,124,MANAGED,CC
127,242,40,MANAGED,CT
127,256,54,MANAGED,F1
127,266,64,MANAGED,F2
128,24,81,MANAGED,CC
128,111,87,MANAGED,CC
128,210,99,MANAGED,CC
128,292,82,MANAGED,CC
129,79,206,MANAGED,CC
129,173,94,MANAGED,CC
129,213,40,MANAGED,CT
129,229,56,MANAGED,F1
129,239,66,MANAGED,F2
130,6,203,MANAGED,CC
130,46,40,MANAGED,CT
130,212,206,MANAGED,CC
130,252,40,MANAGED,CT
130,268,56,MANAGED,F1
130,278,66,MANAGED,F2
131,26,263,MANAGED,CC
132,17,124,MANAGED,CC
132,103,86,MANAGED,CC
132,251,148,MANAGED,CC
133,169,226,MANAGED,CC
133,284,115,MANAGED,CC
134,33,80,MANAGED,CC
134,131,98,MANAGED,CC
134,231,100,MANAGED,CC
135,88,145,MANAGED,CC
135,158,70,MANAGED,CC
135,237,79,MANAGED,CC
135,277,40,MANAGED,CT
136,55,112,MANAGED,CC
136,153,98,MANAGED,CC
136,193,40,MANAGED,CT
136,237,84,MANAGED,CC
137,38,85,MANAGED,CC
137,111,73,MANAGED,CC
137,192,81,MANAGED,CC
137,262,70,MANAGED,CC
139,151,198,MANAGED,CC
140,17,70,MANAGED,CC
140,57,40,MANAGED,CT
140,167,150,MANAGED,CC
140,207,40,MANAGED,CT
140,252,85,MANAGED,CC
140,292,40,MANAGED,CT
141,67,124,MANAGED,CC
141,171,104,MANAGED,CC
141,291,120,MANAGED,CC
145,25,132,MANAGED,CC
145,135,110,MANAGED,CC
145,231,96,MANAGED,CC
146,26,83,MANAGED,CC
146,103,77,MANAGED,CC
146,195,92,MANAGED,CC
146,265,70,MANAGED,CC
147,59,116,MANAGED,CC
147,132,73,MANAGED,CC
147,208,76,MANAGED,CC
147,282,74,MANAGED,CC
148,128,175,MANAGED,CC
148,221,93,MANAGED,CC
149,34,81,MANAGED,CC
149,113,79,MANAGED,CC
149,203,90,MANAGED,CC
149,300,97,MANAGED,CC
150,92,179,MANAGED,CC
150,132,40,MANAGED,CT
150,291,199,MANAGED,CC
151,98,145,MANAGED,CC
151,191,93,MANAGED,CC
151,295,104,MANAGED,CC
152,91,138,MANAGED,CC
152,205,114,MANAGED,CC
153,43,170,MANAGED,CC
153,132,89,MANAGED,CC
153,223,91,MANAGED,CC
154,72,139,MANAGED,CC
154,211,139,MANAGED,CC
155,80,207,MANAGED,CC
155,187,107,MANAGED,CC
155,293,106,MANAGED,CC
159,12,119,MANAGED,CC
159,92,80,MANAGED,CC
159,186,94,MANAGED,CC
159,266,80,MANAGED,CC
161,96,223,MANAGED,CC
161,182,86,MANAGED,CC
161,272,90,MANAGED,CC
162,55,114,MANAGED,CC
162,95,40,MANAGED,CT
162,166,111,MANAGED,CC
162,246,80,MANAGED,CC
162,286,40,MANAGED,CT
162,300,54,MANAGED,F1
164,73,180,MANAGED,CC
164,211,138,MANAGED,CC
165,10,137,MANAGED,CC
165,111,101,MANAGED,CC
165,222,111,MANAGED,CC
165,262,40,MANAGED,CT
165,278,56,MANAGED,F1
165,288,66,MANAGED,F2
166,105,152,MANAGED,CC
166,206,101,MANAGED,CC
166,246,40,MANAGED,CT
166,272,66,MANAGED,F1
166,282,76,MANAGED,F2
166,292,86,MANAGED,F3
167,14,71,MANAGED,CC
167,54,40,MANAGED,CT
167,122,108,MANAGED,CC
167,216,94,MANAGED,CC
167,290,74,MANAGED,CC
168,16,123,MANAGED,CC
168,86,70,MANAGED,CC
168,191,105,MANAGED,CC
168,293,102,MANAGED,CC
169,102,159,MANAGED,CC
170,69,172,MANAGED,CC
170,191,122,MANAGED,CC
172,59,306,MANAGED,CC
172,193,134,MANAGED,CC
172,293,100,MANAGED,CC
173,57,234,MANAGED,CC
173,159,102,MANAGED,CC
173,255,96,MANAGED,CC
175,53,110,MANAGED,CC
175,166,113,MANAGED,CC
175,206,40,MANAGED,CT
175,220,54,MANAGED,F1
175,261,95,MANAGED,CC
176,10,137,MANAGED,CC
176,81,71,MANAGED,CC
176,163,82,MANAGED,CC
176,248,85,MANAGED,CC
177,18,145,MANAGED,CC
177,271,253,MANAGED,CC
178,119,176,MANAGED,CC
178,204,85,MANAGED,CC
180,110,157,MANAGED,CC
180,212,102,MANAGED,CC
181,35,92,MANAGED,CC
181,133,98,MANAGED,CC
181,227,94,MANAGED,CC
182,100,227,MANAGED,CC
182,193,93,MANAGED,CC
182,282,89,MANAGED,CC
183,58,105,MANAGED,CC
183,145,87,MANAGED,CC
183,251,106,MANAGED,CC
184,13,70,MANAGED,CC
184,99,86,MANAGED,CC
184,169,70,MANAGED,CC
184,245,76,MANAGED,CC
185,3,40,MANAGED,CT
185,83,120,MANAGED,CC
185,123,40,MANAGED,CT
185,149,66,MANAGED,F1
185,159,76,MANAGED,F2
185,169,86,MANAGED,F3
187,150,227,MANAGED,CC
187,251,101,MANAGED,CC
188,41,88,MANAGED,CC
188,146,105,MANAGED,CC
189,34,81,MANAGED,CC
189,121,87,MANAGED,CC
189,214,93,MANAGED,CC
189,286,72,MANAGED,CC
191,142,199,MANAGED,CC
191,182,40,MANAGED,CT
191,261,119,MANAGED,CC
192,23,80,MANAGED,CC
192,113,90,MANAGED,CC
192,187,74,MANAGED,CC
192,263,76,MANAGED,CC
193,13,70,MANAGED,CC
193,122,109,MANAGED,CC
193,206,84,MANAGED,CC
193,286,80,MANAGED,CC
196,138,205,MANAGED,CC
196,178,40,MANAGED,CT
196,231,93,MANAGED,CC
197,11,138,MANAGED,CC
197,81,70,MANAGED,CC
197,154,73,MANAGED,CC
197,244,90,MANAGED,CC
199,57,214,MANAGED,CC
199,137,80,MANAGED,CC
199,226,89,MANAGED,CC
200,141,378,MANAGED,CC
202,78,135,MANAGED,CC
202,118,40,MANAGED,CT
202,157,79,MANAGED,CC
202,236,79,MANAGED,CC
202,276,40,MANAGED,CT
202,290,54,MANAGED,F1
203,3,80,MANAGED,CC
203,124,121,MANAGED,CC
203,207,83,MANAGED,CC
203,291,84,MANAGED,CC
204,71,128,MANAGED,CC
204,211,140,MANAGED,CC
205,50,157,MANAGED,CC
205,159,109,MANAGED,CC
205,251,92,MANAGED,CC
206,4,111,MANAGED,CC
206,114,110,MANAGED,CC
206,195,81,MANAGED,CC
206,265,70,MANAGED,CC
207,32,89,MANAGED,CC
207,102,70,MANAGED,CC
207,251,149,MANAGED,CC
208,100,147,MANAGED,CC
208,231,131,MANAGED,CC
209,7,314,MANAGED,CC
209,97,90,MANAGED,CC
209,206,109,MANAGED,CC
209,296,90,MANAGED,CC
210,7,134,MANAGED,CC
210,102,95,MANAGED,CC
210,206,104,MANAGED,CC
211,8,135,MANAGED,CC
211,88,80,MANAGED,CC
211,189,101,MANAGED,CC
211,271,82,MANAGED,CC
212,5,82,MANAGED,CC
212,45,40,MANAGED,CT
212,84,79,MANAGED,CC
212,180,96,MANAGED,CC
212,220,40,MANAGED,CT
212,262,82,MANAGED,CC
213,13,70,MANAGED,CC
213,94,81,MANAGED,CC
213,164,70,MANAGED,CC
213,235,71,MANAGED,CC
216,1,108,MANAGED,CC
216,171,170,MANAGED,CC
217,100,157,MANAGED,CC
217,140,40,MANAGED,CT
217,211,111,MANAGED,CC
218,1,128,MANAGED,CC
218,157,156,MANAGED,CC
218,250,93,MANAGED,CC
