TRACK,BEGIN,END,TREATMENT,MANUAL,NEWTRACK,ADJUST,OFFSET,RETAIN,CURVE,CYCLE,ELIGIBILITY
69,70,999,CC,false,68,A,0,0,,0,
69,51,51,F1,false,70,R,0,0,,0,
70,70,999,CC,false,68,A,0,0,,0,
70,61,61,F2,false,71,R,0,0,,0,
71,70,999,CC,false,68,A,0,0,,0,
71,71,71,F3,false,72,R,0,0,,0,
72,70,999,CC,false,68,A,0,0,,0,
74,70,999,CC,false,74,A,0,0,,0,
76,80,999,CC,false,77,A,0,0,,0,
77,80,999,CC,false,77,A,0,0,,0,
79,100,999,CC,false,80,A,0,0,,0,
80,100,999,CC,false,80,A,0,0,,0,
80,40,40,CT,false,81,R,0,0,,0,
81,100,999,CC,false,80,A,0,0,,0,
81,66,66,F1,false,82,R,0,0,,0,
82,100,999,CC,false,80,A,0,0,,0,
82,76,76,F2,false,83,R,0,0,,0,
83,100,999,CC,false,80,A,0,0,,0,
83,86,86,F3,false,84,R,0,0,,0,
84,100,999,CC,false,80,A,0,0,,0,
86,90,999,CC,false,87,A,0,0,,0,
87,90,999,CC,false,87,A,0,0,,0,
87,40,40,CT,false,88,R,0,0,,0,
88,90,999,CC,false,87,A,0,0,,0,
88,56,56,F1,false,89,R,0,0,,0,
89,90,999,CC,false,87,A,0,0,,0,
89,66,66,F2,false,90,R,0,0,,0,
90,90,999,CC,false,87,A,0,0,,0,
90,76,76,F3,false,91,R,0,0,,0,
91,90,999,CC,false,87,A,0,0,,0,
93,100,999,CC,false,94,A,0,0,,0,
94,100,999,CC,false,94,A,0,0,,0,
96,90,999,CC,false,97,A,0,0,,0,
97,90,999,CC,false,97,A,0,0,,0,
100,100,999,CC,false,101,A,0,0,,0,
101,100,999,CC,false,101,A,0,0,,0,
103,70,999,CC,false,103,A,0,0,,0,
105,80,999,CC,false,22,A,0,0,,0,
107,90,999,CC,false,107,A,0,0,,0,
107,40,40,CT,false,108,R,0,0,,0,
108,90,999,CC,false,107,A,0,0,,0,
108,56,56,F1,false,109,R,0,0,,0,
109,90,999,CC,false,107,A,0,0,,0,
109,66,66,F2,false,110,R,0,0,,0,
110,90,999,CC,false,107,A,0,0,,0,
110,76,76,F3,false,111,R,0,0,,0,
111,90,999,CC,false,107,A,0,0,,0,
113,80,999,CC,false,114,A,0,0,,0,
114,80,999,CC,false,114,A,0,0,,0,
116,80,999,CC,false,117,A,0,0,,0,
117,80,999,CC,false,117,A,0,0,,0,
119,100,999,CC,false,119,A,0,0,,0,
121,90,999,CC,false,121,A,0,0,,0,
121,40,40,CT,false,122,R,0,0,,0,
122,90,999,CC,false,121,A,0,0,,0,
122,56,56,F1,false,123,R,0,0,,0,
123,90,999,CC,false,121,A,0,0,,0,
123,66,66,F2,false,124,R,0,0,,0,
124,90,999,CC,false,121,A,0,0,,0,
124,76,76,F3,false,125,R,0,0,,0,
125,90,999,CC,false,121,A,0,0,,0,
127,100,999,CC,false,128,A,0,0,,0,
128,100,999,CC,false,128,A,0,0,,0,
130,80,999,CC,false,131,A,0,0,,0,
131,80,999,CC,false,131,A,0,0,,0,
133,100,999,CC,false,134,A,0,0,,0,
134,100,999,CC,false,134,A,0,0,,0,
134,40,40,CT,false,135,R,0,0,,0,
135,100,999,CC,false,134,A,0,0,,0,
135,66,66,F1,false,136,R,0,0,,0,
136,100,999,CC,false,134,A,0,0,,0,
136,76,76,F2,false,137,R,0,0,,0,
137,100,999,CC,false,134,A,0,0,,0,
137,86,86,F3,false,138,R,0,0,,0,
138,100,999,CC,false,134,A,0,0,,0,
140,100,999,CC,false,140,A,0,0,,0,
142,100,999,CC,false,142,A,0,0,,0,
144,90,999,CC,false,144,A,0,0,,0,
144,40,40,CT,false,145,R,0,0,,0,
145,90,999,CC,false,144,A,0,0,,0,
145,56,56,F1,false,146,R,0,0,,0,
146,90,999,CC,false,144,A,0,0,,0,
146,66,66,F2,false,147,R,0,0,,0,
147,90,999,CC,false,144,A,0,0,,0,
147,76,76,F3,false,148,R,0,0,,0,
148,90,999,CC,false,144,A,0,0,,0,
150,100,999,CC,false,151,A,0,0,,0,
151,100,999,CC,false,151,A,0,0,,0,
151,40,40,CT,false,152,R,0,0,,0,
152,100,999,CC,false,151,A,0,0,,0,
152,66,66,F1,false,153,R,0,0,,0,
153,100,999,CC,false,151,A,0,0,,0,
153,76,76,F2,false,154,R,0,0,,0,
154,100,999,CC,false,151,A,0,0,,0,
154,86,86,F3,false,155,R,0,0,,0,
155,100,999,CC,false,151,A,0,0,,0,
158,100,999,CC,false,159,A,0,0,,0,
159,100,999,CC,false,159,A,0,0,,0,
159,40,40,CT,false,160,R,0,0,,0,
160,100,999,CC,false,159,A,0,0,,0,
160,66,66,F1,false,161,R,0,0,,0,
161,100,999,CC,false,159,A,0,0,,0,
161,76,76,F2,false,162,R,0,0,,0,
162,100,999,CC,false,159,A,0,0,,0,
162,86,86,F3,false,163,R,0,0,,0,
163,100,999,CC,false,159,A,0,0,,0,
165,70,999,CC,false,165,A,0,0,,0,
167,70,999,CC,false,167,A,0,0,,0,
169,80,999,CC,false,169,A,0,0,,0,
171,70,999,CC,false,171,A,0,0,,0,
171,40,40,CT,false,172,R,0,0,,0,
172,70,999,CC,false,171,A,0,0,,0,
172,51,51,F1,false,173,R,0,0,,0,
173,70,999,CC,false,171,A,0,0,,0,
173,61,61,F2,false,174,R,0,0,,0,
174,70,999,CC,false,171,A,0,0,,0,
174,71,71,F3,false,175,R,0,0,,0,
175,70,999,CC,false,171,A,0,0,,0,
177,100,999,CC,false,178,A,0,0,,0,
178,100,999,CC,false,178,A,0,0,,0,
178,40,40,CT,false,179,R,0,0,,0,
179,100,999,CC,false,178,A,0,0,,0,
179,66,66,F1,false,180,R,0,0,,0,
180,100,999,CC,false,178,A,0,0,,0,
180,76,76,F2,false,181,R,0,0,,0,
181,100,999,CC,false,178,A,0,0,,0,
181,86,86,F3,false,182,R,0,0,,0,
182,100,999,CC,false,178,A,0,0,,0,
184,80,999,CC,false,185,A,0,0,,0,
185,80,999,CC,false,185,A,0,0,,0,
187,70,999,CC,false,188,A,0,0,,0,
188,70,999,CC,false,188,A,0,0,,0,
188,40,40,CT,false,189,R,0,0,,0,
189,70,999,CC,false,188,A,0,0,,0,
189,51,51,F1,false,190,R,0,0,,0,
190,70,999,CC,false,188,A,0,0,,0,
190,61,61,F2,false,191,R,0,0,,0,
191,70,999,CC,false,188,A,0,0,,0,
191,71,71,F3,false,192,R,0,0,,0,
192,70,999,CC,false,188,A,0,0,,0,
194,70,999,CC,false,194,A,0,0,,0,
196,70,999,CC,false,196,A,0,0,,0,
198,100,999,CC,false,199,A,0,0,,0,
199,100,999,CC,false,199,A,0,0,,0,
199,40,40,CT,false,200,R,0,0,,0,
200,100,999,CC,false,199,A,0,0,,0,
200,66,66,F1,false,201,R,0,0,,0,
201,100,999,CC,false,199,A,0,0,,0,
201,76,76,F2,false,202,R,0,0,,0,
202,100,999,CC,false,199,A,0,0,,0,
202,86,86,F3,false,203,R,0,0,,0,
203,100,999,CC,false,199,A,0,0,,0,
205,100,999,CC,false,206,A,0,0,,0,
206,100,999,CC,false,206,A,0,0,,0,
206,40,40,CT,false,207,R,0,0,,0,
207,100,999,CC,false,206,A,0,0,,0,
207,66,66,F1,false,208,R,0,0,,0,
208,100,999,CC,false,206,A,0,0,,0,
208,76,76,F2,false,209,R,0,0,,0,
209,100,999,CC,false,206,A,0,0,,0,
209,86,86,F3,false,210,R,0,0,,0,
210,100,999,CC,false,206,A,0,0,,0,
213,90,999,CC,false,214,A,0,0,,0,
214,90,999,CC,false,214,A,0,0,,0,
216,70,999,CC,false,216,A,0,0,,0,
218,70,999,CC,false,218,A,0,0,,0,
220,100,999,CC,false,221,A,0,0,,0,
221,100,999,CC,false,221,A,0,0,,0,
223,80,999,CC,false,223,A,0,0,,0,
225,70,999,CC,false,226,A,0,0,,0,
226,70,999,CC,false,226,A,0,0,,0,
228,90,999,CC,false,228,A,0,0,,0,
228,40,40,CT,false,229,R,0,0,,0,
229,90,999,CC,false,228,A,0,0,,0,
229,56,56,F1,false,230,R,0,0,,0,
230,90,999,CC,false,228,A,0,0,,0,
230,66,66,F2,false,231,R,0,0,,0,
231,90,999,CC,false,228,A,0,0,,0,
231,76,76,F3,false,232,R,0,0,,0,
232,90,999,CC,false,228,A,0,0,,0,
234,80,999,CC,false,235,A,0,0,,0,
235,80,999,CC,false,235,A,0,0,,0,
237,70,999,CC,false,237,A,0,0,,0,
237,40,40,CT,false,238,R,0,0,,0,
238,70,999,CC,false,237,A,0,0,,0,
240,100,999,CC,false,241,A,0,0,,0,
241,100,999,CC,false,241,A,0,0,,0,
243,90,999,CC,false,244,A,0,0,,0,
244,90,999,CC,false,244,A,0,0,,0,
246,70,999,CC,false,246,A,0,0,,0,
246,40,40,CT,false,247,R,0,0,,0,
247,70,999,CC,false,246,A,0,0,,0,
247,51,51,F1,false,248,R,0,0,,0,
248,70,999,CC,false,246,A,0,0,,0,
248,61,61,F2,false,249,R,0,0,,0,
249,70,999,CC,false,246,A,0,0,,0,
249,71,71,F3,false,250,R,0,0,,0,
250,70,999,CC,false,246,A,0,0,,0,
252,70,999,CC,false,252,A,0,0,,0,
254,100,999,CC,false,255,A,0,0,,0,
255,100,999,CC,false,255,A,0,0,,0,
255,40,40,CT,false,256,R,0,0,,0,
256,100,999,CC,false,255,A,0,0,,0,
256,66,66,F1,false,257,R,0,0,,0,
257,100,999,CC,false,255,A,0,0,,0,
257,76,76,F2,false,258,R,0,0,,0,
258,100,999,CC,false,255,A,0,0,,0,
258,86,86,F3,false,259,R,0,0,,0,
259,100,999,CC,false,255,A,0,0,,0,
261,100,999,CC,false,261,A,0,0,,0,
263,100,999,CC,false,264,A,0,0,,0,
264,100,999,CC,false,264,A,0,0,,0,
264,40,40,CT,false,265,R,0,0,,0,
265,100,999,CC,false,264,A,0,0,,0,
265,66,66,F1,false,266,R,0,0,,0,
266,100,999,CC,false,264,A,0,0,,0,
266,76,76,F2,false,267,R,0,0,,0,
267,100,999,CC,false,264,A,0,0,,0,
267,86,86,F3,false,268,R,0,0,,0,
268,100,999,CC,false,264,A,0,0,,0,
270,70,999,CC,false,270,A,0,0,,0,
272,70,999,CC,false,273,A,0,0,,0,
273,70,999,CC,false,273,A,0,0,,0,
275,100,999,CC,false,276,A,0,0,,0,
276,100,999,CC,false,276,A,0,0,,0,
276,40,40,CT,false,277,R,0,0,,0,
277,100,999,CC,false,276,A,0,0,,0,
277,66,66,F1,false,278,R,0,0,,0,
278,100,999,CC,false,276,A,0,0,,0,
278,76,76,F2,false,279,R,0,0,,0,
279,100,999,CC,false,276,A,0,0,,0,
279,86,86,F3,false,280,R,0,0,,0,
280,100,999,CC,false,276,A,0,0,,0,
282,80,999,CC,false,282,A,0,0,,0,
284,90,999,CC,false,285,A,0,0,,0,
285,90,999,CC,false,285,A,0,0,,0,
288,100,999,CC,false,289,A,0,0,,0,
289,100,999,CC,false,289,A,0,0,,0,
289,40,40,CT,false,290,R,0,0,,0,
290,100,999,CC,false,289,A,0,0,,0,
290,66,66,F1,false,291,R,0,0,,0,
291,100,999,CC,false,289,A,0,0,,0,
291,76,76,F2,false,292,R,0,0,,0,
292,100,999,CC,false,289,A,0,0,,0,
292,86,86,F3,false,293,R,0,0,,0,
293,100,999,CC,false,289,A,0,0,,0,
295,70,999,CC,false,295,A,0,0,,0,
297,70,999,CC,false,297,A,0,0,,0,
297,40,40,CT,false,298,R,0,0,,0,
298,70,999,CC,false,297,A,0,0,,0,
298,51,51,F1,false,299,R,0,0,,0,
299,70,999,CC,false,297,A,0,0,,0,
299,61,61,F2,false,300,R,0,0,,0,
300,70,999,CC,false,297,A,0,0,,0,
300,71,71,F3,false,301,R,0,0,,0,
301,70,999,CC,false,297,A,0,0,,0,
303,100,999,CC,false,303,A,0,0,,0,
305,80,999,CC,false,306,A,0,0,,0,
306,80,999,CC,false,306,A,0,0,,0,
308,90,999,CC,false,309,A,0,0,,0,
309,90,999,CC,false,309,A,0,0,,0,
312,70,999,CC,false,312,A,0,0,,0,
312,40,40,CT,false,313,R,0,0,,0,
313,70,999,CC,false,312,A,0,0,,0,
315,70,999,CC,false,315,A,0,0,,0,
317,90,999,CC,false,318,A,0,0,,0,
318,90,999,CC,false,318,A,0,0,,0,
318,40,40,CT,false,319,R,0,0,,0,
319,90,999,CC,false,318,A,0,0,,0,
319,56,56,F1,false,320,R,0,0,,0,
320,90,999,CC,false,318,A,0,0,,0,
320,66,66,F2,false,321,R,0,0,,0,
321,90,999,CC,false,318,A,0,0,,0,
321,76,76,F3,false,322,R,0,0,,0,
322,90,999,CC,false,318,A,0,0,,0,
324,90,999,CC,false,325,A,0,0,,0,
325,90,999,CC,false,325,A,0,0,,0,
327,70,999,CC,false,328,A,0,0,,0,
328,70,999,CC,false,328,A,0,0,,0,
330,100,999,CC,false,330,A,0,0,,0,
332,70,999,CC,false,332,A,0,0,,0,
332,40,40,CT,false,333,R,0,0,,0,
333,70,999,CC,false,332,A,0,0,,0,
335,70,999,CC,false,335,A,0,0,,0,
337,90,999,CC,false,337,A,0,0,,0,
339,90,999,CC,false,339,A,0,0,,0,
339,40,40,CT,false,340,R,0,0,,0,
340,90,999,CC,false,339,A,0,0,,0,
340,56,56,F1,false,341,R,0,0,,0,
341,90,999,CC,false,339,A,0,0,,0,
341,66,66,F2,false,342,R,0,0,,0,
342,90,999,CC,false,339,A,0,0,,0,
342,76,76,F3,false,343,R,0,0,,0,
343,90,999,CC,false,339,A,0,0,,0,
345,70,999,CC,false,345,A,0,0,,0,
345,40,40,CT,false,346,R,0,0,,0,
346,70,999,CC,false,345,A,0,0,,0,
346,51,51,F1,false,347,R,0,0,,0,
347,70,999,CC,false,345,A,0,0,,0,
347,61,61,F2,false,348,R,0,0,,0,
348,70,999,CC,false,345,A,0,0,,0,
348,71,71,F3,false,349,R,0,0,,0,
349,70,999,CC,false,345,A,0,0,,0,
351,80,999,CC,false,352,A,0,0,,0,
352,80,999,CC,false,352,A,0,0,,0,
354,100,999,CC,false,355,A,0,0,,0,
355,100,999,CC,false,355,A,0,0,,0,
355,40,40,CT,false,356,R,0,0,,0,
356,100,999,CC,false,355,A,0,0,,0,
356,66,66,F1,false,357,R,0,0,,0,
357,100,999,CC,false,355,A,0,0,,0,
357,76,76,F2,false,358,R,0,0,,0,
358,100,999,CC,false,355,A,0,0,,0,
358,86,86,F3,false,359,R,0,0,,0,
359,100,999,CC,false,355,A,0,0,,0,
361,100,999,CC,false,361,A,0,0,,0,
363,80,999,CC,false,364,A,0,0,,0,
364,80,999,CC,false,364,A,0,0,,0,
366,80,999,CC,false,367,A,0,0,,0,
367,80,999,CC,false,367,A,0,0,,0,
369,80,999,CC,false,370,A,0,0,,0,
370,80,999,CC,false,370,A,0,0,,0,
372,80,999,CC,false,373,A,0,0,,0,
373,80,999,CC,false,373,A,0,0,,0,
375,70,999,CC,false,375,A,0,0,,0,
375,40,40,CT,false,376,R,0,0,,0,
376,70,999,CC,false,375,A,0,0,,0,
378,80,999,CC,false,378,A,0,0,,0,
380,80,999,CC,false,381,A,0,0,,0,
381,80,999,CC,false,381,A,0,0,,0,
383,100,999,CC,false,383,A,0,0,,0,
383,40,40,CT,false,384,R,0,0,,0,
384,100,999,CC,false,383,A,0,0,,0,
384,66,66,F1,false,385,R,0,0,,0,
385,100,999,CC,false,383,A,0,0,,0,
385,76,76,F2,false,386,R,0,0,,0,
386,100,999,CC,false,383,A,0,0,,0,
386,86,86,F3,false,387,R,0,0,,0,
387,100,999,CC,false,383,A,0,0,,0,
389,70,999,CC,false,390,A,0,0,,0,
390,70,999,CC,false,390,A,0,0,,0,
392,80,999,CC,false,392,A,0,0,,0,
394,100,999,CC,false,395,A,0,0,,0,
395,100,999,CC,false,395,A,0,0,,0,
397,90,999,CC,false,398,A,0,0,,0,
398,90,999,CC,false,398,A,0,0,,0,
400,80,999,CC,false,401,A,0,0,,0,
401,80,999,CC,false,401,A,0,0,,0,
403,80,999,CC,false,403,A,0,0,,0,
405,70,999,CC,false,405,A,0,0,,0,
407,70,999,CC,false,407,A,0,0,,0,
410,80,999,CC,false,411,A,0,0,,0,
411,80,999,CC,false,411,A,0,0,,0,
413,70,999,CC,false,413,A,0,0,,0,
413,40,40,CT,false,414,R,0,0,,0,
414,70,999,CC,false,413,A,0,0,,0,
414,51,51,F1,false,415,R,0,0,,0,
415,70,999,CC,false,413,A,0,0,,0,
415,61,61,F2,false,416,R,0,0,,0,
416,70,999,CC,false,413,A,0,0,,0,
416,71,71,F3,false,417,R,0,0,,0,
417,70,999,CC,false,413,A,0,0,,0,
420,70,999,CC,false,420,A,0,0,,0,
420,40,40,CT,false,421,R,0,0,,0,
421,70,999,CC,false,420,A,0,0,,0,
421,51,51,F1,false,422,R,0,0,,0,
422,70,999,CC,false,420,A,0,0,,0,
422,61,61,F2,false,423,R,0,0,,0,
423,70,999,CC,false,420,A,0,0,,0,
423,71,71,F3,false,424,R,0,0,,0,
424,70,999,CC,false,420,A,0,0,,0,
426,70,999,CC,false,426,A,0,0,,0,
428,70,999,CC,false,428,A,0,0,,0,
430,70,999,CC,false,4,A,0,0,,0,
432,70,999,CC,false,433,A,0,0,,0,
433,70,999,CC,false,433,A,0,0,,0,
435,90,999,CC,false,435,A,0,0,,0,
435,40,40,CT,false,436,R,0,0,,0,
436,90,999,CC,false,435,A,0,0,,0,
436,56,56,F1,false,437,R,0,0,,0,
437,90,999,CC,false,435,A,0,0,,0,
437,66,66,F2,false,438,R,0,0,,0,
438,90,999,CC,false,435,A,0,0,,0,
438,76,76,F3,false,439,R,0,0,,0,
439,90,999,CC,false,435,A,0,0,,0,
441,100,999,CC,false,442,A,0,0,,0,
442,100,999,CC,false,442,A,0,0,,0,
442,40,40,CT,false,443,R,0,0,,0,
443,100,999,CC,false,442,A,0,0,,0,
443,66,66,F1,false,444,R,0,0,,0,
444,100,999,CC,false,442,A,0,0,,0,
444,76,76,F2,false,445,R,0,0,,0,
445,100,999,CC,false,442,A,0,0,,0,
445,86,86,F3,false,446,R,0,0,,0,
446,100,999,CC,false,442,A,0,0,,0,
448,70,999,CC,false,448,A,0,0,,0,
448,40,40,CT,false,449,R,0,0,,0,
449,70,999,CC,false,448,A,0,0,,0,
451,80,999,CC,false,452,A,0,0,,0,
452,80,999,CC,false,452,A,0,0,,0,
454,80,999,CC,false,454,A,0,0,,0,
456,90,999,CC,false,457,A,0,0,,0,
457,90,999,CC,false,457,A,0,0,,0,
459,70,999,CC,false,460,A,0,0,,0,
460,70,999,CC,false,460,A,0,0,,0,
462,90,999,CC,false,463,A,0,0,,0,
463,90,999,CC,false,463,A,0,0,,0,
465,90,999,CC,false,466,A,0,0,,0,
466,90,999,CC,false,466,A,0,0,,0,
468,80,999,CC,false,469,A,0,0,,0,
469,80,999,CC,false,469,A,0,0,,0,
471,70,999,CC,false,472,A,0,0,,0,
472,70,999,CC,false,472,A,0,0,,0,
472,40,40,CT,false,473,R,0,0,,0,
473,70,999,CC,false,472,A,0,0,,0,
473,51,51,F1,false,474,R,0,0,,0,
474,70,999,CC,false,472,A,0,0,,0,
474,61,61,F2,false,475,R,0,0,,0,
475,70,999,CC,false,472,A,0,0,,0,
475,71,71,F3,false,476,R,0,0,,0,
476,70,999,CC,false,472,A,0,0,,0,
478,70,999,CC,false,478,A,0,0,,0,
480,80,999,CC,false,481,A,0,0,,0,
481,80,999,CC,false,481,A,0,0,,0,
